name;website;vertical;sub_vertical;location;country_raw;region_raw;city_raw;country_normalized;region_normalized;city_normalized;logo_url;estadio_actual;solucion;mail;social_media;contact_phone;founders;founded;organization_type;outcome_status;business_model;badges;notes;status;lat;lng;geocode_source
Odyssey Energy Solutions;odysseyenergysolutions.com;otra;Software Proyectos Renovables Emergentes;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;S/D;S/D;Estados Unidos;S/D;S/D;;series_a;Plataforma para acelerar proyectos de energÃ­a renovable en mercados emergentes: desarrollo, financiamiento.;;"{""linkedin"": ""linkedin.com/company/odyssey-energy-solutions""}";;"[""Tomas Ratinoff""]";2016.0;startup;proyectos en africa y asia. backed usaid, shell foundation.;b2b â· saas para desarrolladores proyectos;[];Acelera despliegue de solar en mercados con mayor necesidad energÃ©tica.;IN_REVIEW;;;backend_pending
ENGIE North America;engie-na.com;otra;Renovables + Servicios C&I USA;"{""country"": ""Estados Unidos"", ""region"": ""Texas"", ""city"": ""Houston""}";Estados Unidos;TX;Houston;Estados Unidos;Texas;Houston;;growth;DivisiÃ³n norteamericana de ENGIE: 10GW+ renovables, almacenamiento y servicios para C&I.;;"{""linkedin"": ""linkedin.com/company/engie-north-america""}";1 713 636 0000;"[""ENGIE (Francia)""]";2000.0;startup;10gw+ operativos. pipeline masivo solar + almacenamiento.;b2b â· proyectos renovables + servicios;[];ENGIE net-zero. 10GW+ en operaciÃ³n en NorteamÃ©rica.;IN_REVIEW;;;backend_pending
ABO Wind Finland;abo-wind.fi;otra;Desarrolladora EÃ³lica Europa;"{""country"": ""Finlandia"", ""region"": ""S/D"", ""city"": ""Helsinki""}";Finlandia;S/D;Helsinki;Finlandia;S/D;Helsinki;;growth;Desarrolladora de proyectos eÃ³licos onshore y offshore en Europa. Portafolio Alemania, Irlanda, Finlandia.;;"{""linkedin"": ""linkedin.com/company/abo-wind""}";;"[""N/D (ABO Wind AG)""]";1996.0;startup;gws en operaciã³n y desarrollo en europa.;b2b â· desarrollo proyectos eã³licos;[];EÃ³lica = energÃ­a sin emisiones. Desarrolla GWs de capacidad limpia.;IN_REVIEW;;;backend_pending
Euclid Power;euclidpower.com;otra;Software Finanzas Proyectos Renovables;"{""country"": ""Estados Unidos"", ""region"": ""District of Columbia"", ""city"": ""Washington""}";Estados Unidos;DC;Washington;Estados Unidos;District of Columbia;Washington;;seed;Plataforma SaaS para modelado financiero y due diligence de proyectos renovables.;;"{""linkedin"": ""linkedin.com/company/euclid-power""}";;"[""Ryan Duffy""]";2020.0;startup;backed greentown labs. clientes en banca y fondos renovables.;b2b â· saas finanzas proyectos energã©ticos;[];Acelera flujo de capital hacia proyectos renovables.;IN_REVIEW;;;backend_pending
Sympower;sympower.net;otra;Demand Response / Flexibilidad;"{""country"": ""Países Bajos"", ""region"": ""S/D"", ""city"": ""Amsterdam""}";Países Bajos;S/D;Amsterdam;Países Bajos;S/D;Amsterdam;;series_b;Agrega flexibilidad industrial y comercial para mercados de balanceo europeos. 12+ paÃ­ses.;;"{""linkedin"": ""linkedin.com/company/sympower""}";;"[""N/D""]";2016.0;startup;12+ paã­ses. backed breakthrough energy, qualcomm ventures.;b2b â· aggregator flexibilidad energã©tica;[];Flexibility market = integraciÃ³n de renovables sin mÃ¡s almacenamiento.;IN_REVIEW;;;backend_pending
Terra.one;terra.one;otra;Solar Utility Europa Central;"{""country"": ""Alemania"", ""region"": ""S/D"", ""city"": ""Berlín""}";Alemania;S/D;Berlín;Alemania;S/D;Berlín;;series_a;Desarrolla proyectos solar utility y C&I en Europa Central: Polonia, RumanÃ­a, Chequia.;;"{""linkedin"": ""linkedin.com/company/terra-one""}";;"[""N/D""]";2020.0;startup;proyectos en operaciã³n y desarrollo en europa central.;b2b â· desarrollo y financiamiento solar;[];Solar en Europa Central desplaza carbÃ³n, combustible dominante en la regiÃ³n.;IN_REVIEW;;;backend_pending
Moleaer;moleaer.com;otra;Nanoburbujas para Agua y Acuicultura;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""Torrance""}";Estados Unidos;CA;Torrance;Estados Unidos;S/D;Torrance;;series_b;Nanoburbujas Oâ en agua: +30% crecimiento peces, -80% algas en agua potable. Sin quÃ­micos.;;"{""linkedin"": ""linkedin.com/company/moleaer""}";;"[""Nick Dyner"", ""Warren Russell""]";2016.0;startup;30+ paã­ses. backed por cavallo ventures.;b2b â· venta generadores nanoburbujas;[];Acuicultura eficiente = menos tierra y agua. Tratamiento sin quÃ­micos.;IN_REVIEW;;;backend_pending
Mercuria;mercuria.com;otra;Trading de EnergÃ­a y Commodities;"{""country"": ""Suiza"", ""region"": ""S/D"", ""city"": ""Ginebra""}";Suiza;S/D;Ginebra;Suiza;S/D;Ginebra;;growth;Top 5 trading house global: petrÃ³leo, gas, metales, biocombustibles y renovables. $100B+ revenue.;;"{""linkedin"": ""linkedin.com/company/mercuria""}";41 22 318 0000;"[""Marco Dunand"", ""Daniel Jaeggi""]";2004.0;startup;$100b+ revenue. comprando activos renovables y metales crã­ticos.;b2b â· trading energã­a y commodities;[];Expanding en metales crÃ­ticos para transiciÃ³n energÃ©tica y biocombustibles.;IN_REVIEW;;;backend_pending
Consumers Energy;consumersenergy.com;otra;Utility Michigan USA;"{""country"": ""Estados Unidos"", ""region"": ""Michigan"", ""city"": ""Jackson""}";Estados Unidos;MI;Jackson;Estados Unidos;Michigan;Jackson;;growth;Utility de Michigan: 6.8M clientes. Cierra carbÃ³n 2025. Net-zero 2040. $15B en renovables.;;"{""linkedin"": ""linkedin.com/company/consumers-energy""}";1 800-477-5050;"[""N/D (NYSE: CMS)""]";1886.0;startup;6.8m clientes. carbã³n cerrado 2025. $15b en inversiã³n renovable.;b2c + b2b â· utility elã©ctrica y gas;[];CarbÃ³n cerrado 2025. $15B en renovables. Net-zero 2040.;IN_REVIEW;;;backend_pending
Madison Energy Infrastructure;madisonei.com;otra;Solar C&I Financiamiento Propio;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;S/D;S/D;Estados Unidos;S/D;S/D;;growth;Desarrolla y financia proyectos solar C&I con capital propio. Sin banco externo necesario.;;"{""linkedin"": ""linkedin.com/company/madison-energy-infrastructure""}";;"[""N/D""]";2016.0;startup;gw-scale pipeline. expandiendo portafolio.;b2b â· desarrollo + financiamiento solar c&i;[];Solar C&I desplaza energÃ­a de grid con carbÃ³n para miles de empresas.;IN_REVIEW;;;backend_pending
nRenew;nrenew.com;otra;Renovables para C&I USA;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;S/D;S/D;Estados Unidos;S/D;S/D;;growth;Proveedor de solar, almacenamiento y PPAs para clientes comerciales e industriales en USA.;;;;"[""N/D""]";2019.0;startup;creciendo en usa. cartera de clientes en expansiã³n.;b2b â· energã­a renovable para c&i;[];Descarboniza consumo energÃ©tico de empresas con PPAs y solar propio.;IN_REVIEW;;;backend_pending
Nanoramic Laboratories;nanoramic.com;otra;Materiales BaterÃ­as / Supercapacitores;"{""country"": ""Estados Unidos"", ""region"": ""Massachusetts"", ""city"": ""Boston""}";Estados Unidos;MA;Boston;Estados Unidos;Massachusetts;Boston;;series_b;Carbono nanoporoso para baterÃ­as y supercapacitores. FastCAP: -150Â°C a +200Â°C para perforaciÃ³n O&G.;;"{""linkedin"": ""linkedin.com/company/nanoramic-laboratories""}";;"[""John Cooley (MIT)""]";2012.0;startup;fastcap en uso en o&g. expandiendo a baterã­as ev.;b2b â· materiales baterã­as y supercapacitores;[];Supercapacitores mÃ¡s durables = menos reemplazos. BaterÃ­as para EVs.;IN_REVIEW;;;backend_pending
Peak Energy;peakenergy.com;otra;Celdas LFP Made in USA;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;S/D;S/D;Estados Unidos;S/D;S/D;;series_a;Fabrica celdas LFP en USA para almacenamiento estacionario. Rompe dependencia de China.;;"{""linkedin"": ""linkedin.com/company/peak-energy""}";;"[""N/D""]";2021.0;startup;planta piloto en usa. ira-backed. escalando producciã³n.;b2b â· celdas lfp almacenamiento estacionario;[];Supply chain baterÃ­as en USA = resiliencia estratÃ©gica. Sin dependencia China.;IN_REVIEW;;;backend_pending
Seabound;seabound.co;otra;Captura COâ On-Board Barcos;"{""country"": ""Reino Unido"", ""region"": ""S/D"", ""city"": ""Londres""}";Reino Unido;S/D;Londres;Reino Unido;S/D;Londres;;seed;Cal viva captura 95% del COâ del motor de barcos existentes. Sin modificar el motor.;;"{""linkedin"": ""linkedin.com/company/seabound""}";;"[""Alisha Fredriksson""]";2021.0;startup;pilotos en barcos en asia. backed lowercarbon capital.;b2b â· captura coâ a bordo + servicios;[];MarÃ­timo = 3% emisiones globales. Descarboniza sin cambiar motores.;IN_REVIEW;;;backend_pending
Bidgely;bidgely.com;otra;IA DesagregaciÃ³n Consumo ElÃ©ctrico;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""los Altos""}";Estados Unidos;CA;Los Altos;Estados Unidos;S/D;los Altos;;series_d;IA que analiza consumo elÃ©ctrico del hogar por aparato para utilities. Sin sensores extra.;;"{""linkedin"": ""linkedin.com/company/bidgely""}";1 650-485-0120;"[""Abhay Gupta""]";2012.0;startup;50+ utilities en usa, europa y asia.;b2b â· saas para utilities;[];PersonalizaciÃ³n consumo = reducciÃ³n energÃ­a. Detecta ineficiencias del hogar.;IN_REVIEW;;;backend_pending
Nyobolt;nyobolt.com;otra;BaterÃ­as Carga 6 Minutos;"{""country"": ""Reino Unido"", ""region"": ""S/D"", ""city"": ""Cambridge""}";Reino Unido;S/D;Cambridge;Reino Unido;S/D;Cambridge;;series_b;Ãnodo de niÃ³bio: 6 minutos a 80% de carga. 10.000+ ciclos. Herramientas, robots, EVs.;;"{""linkedin"": ""linkedin.com/company/nyobolt""}";;"[""Sai Shivareddy"", ""Clare Grey (Cambridge)""]";2020.0;startup;backed iq capital, hitachi. muestras con oems industriales.;b2b â· baterã­as + licencias oems;[];BaterÃ­as larga vida = menos reemplazos = menos minerÃ­a.;IN_REVIEW;;;backend_pending
TechMet;techmet.com;otra;InversiÃ³n Metales CrÃ­ticos TransiciÃ³n;"{""country"": ""Irlanda"", ""region"": ""S/D"", ""city"": ""Dublín""}";Irlanda;S/D;Dublín;Irlanda;S/D;Dublín;;growth;Fondo de inversiÃ³n en producciÃ³n de metales crÃ­ticos: litio, cobalto, nÃ­quel, tungsteno. US DFC-backed.;;"{""linkedin"": ""linkedin.com/company/techmet""}";;"[""Brian Menell""]";2017.0;startup;activos en producciã³n. backed us dfc. expandiendo portfolio.;b2b â· inversiã³n + desarrollo activos mineros;[];Metales crÃ­ticos = habilitadores de transiciÃ³n energÃ©tica. Sin dependencia China.;IN_REVIEW;;;backend_pending
Zelestra;zelestra.energy;otra;Solar + Storage EspaÃ±a y Latam;"{""country"": ""España"", ""region"": ""S/D"", ""city"": ""Madrid""}";España;S/D;Madrid;España;S/D;Madrid;;growth;Solar y almacenamiento en EspaÃ±a, MÃ©xico y Latam. Antes X-Elio. Rebranding 2023. KKR-backed.;;"{""linkedin"": ""linkedin.com/company/zelestra""}";;"[""N/D (KKR)""]";2008.0;startup;gws en operaciã³n. expandiendo almacenamiento y nuevos mercados.;ipp â· ppas con utilities y corporativos;[];GWs de energÃ­a limpia en EspaÃ±a, MÃ©xico, Chile, Colombia.;IN_REVIEW;;;backend_pending
Instagrid;instagrid.co;otra;BaterÃ­as PortÃ¡tiles Profesionales;"{""country"": ""Alemania"", ""region"": ""S/D"", ""city"": ""Stuttgart""}";Alemania;S/D;Stuttgart;Alemania;S/D;Stuttgart;;series_b;ONE: baterÃ­a portÃ¡til 5kW reemplaza generadores gasolina en construcciÃ³n y eventos. Bosch-backed.;;"{""linkedin"": ""linkedin.com/company/instagrid"", ""instagram"": ""instagram.com/instagrid""}";;"[""Andreas Sedlmayr"", ""Thomas Fischle""]";2018.0;startup;20+ paã­ses europa. clientes bosch, skanska y sector eventos.;b2b â· venta sistemas baterã­a portã¡til;[];Elimina generadores gasolina en obra y eventos. Cero emisiones en sitio.;IN_REVIEW;;;backend_pending
Edify Energy;edifyenergy.com;otra;Solar + Storage Australia;"{""country"": ""Australia"", ""region"": ""S/D"", ""city"": ""Sydney""}";Australia;S/D;Sydney;Australia;S/D;Sydney;;growth;Desarrolla, financia y opera proyectos renovables en Australia. 2GW+ pipeline. Ex-AGL founders.;;"{""linkedin"": ""linkedin.com/company/edify-energy""}";;"[""John Cole"", ""Simon Kidston""]";2016.0;startup;2gw+ pipeline. valkerie y gannawarra bess en operaciã³n.;ipp â· ppas + servicios de grid;[];Australia: alta irradiaciÃ³n + alta demanda almacenamiento por intermitencia.;IN_REVIEW;;;backend_pending
Game Change Solar;gamechangesolar.com;otra;Trackers Solares / Agrivoltaico;"{""country"": ""China"", ""region"": ""S/D"", ""city"": ""Shanghai""}";China;S/D;Shanghai;China;S/D;Shanghai;;growth;Top 5 fabricante de trackers solares global. Agrivoltaico: paneles sobre cultivos simultÃ¡neamente.;;"{""linkedin"": ""linkedin.com/company/game-change-solar""}";;"[""N/D""]";2009.0;startup;gws instalados. presente en usa, europa, latam, asia.;b2b â· venta trackers + sistemas solares;[];Trackers = mÃ¡s energÃ­a con misma superficie. Agrivoltaico: energÃ­a + alimentos.;IN_REVIEW;;;backend_pending
Fervo Energy;fervoenergy.com;otra;Geotermia EGS Horizontal;"{""country"": ""Estados Unidos"", ""region"": ""Texas"", ""city"": ""Houston""}";Estados Unidos;TX;Houston;Estados Unidos;Texas;Houston;;series_c+;EGS horizontal con tech de shale: perforaciÃ³n horizontal + fracturaciÃ³n. Google primer cliente. $300M.;;"{""linkedin"": ""linkedin.com/company/fervo-energy""}";;"[""Tim Latimer"", ""Jack Norbeck (Stanford)""]";2017.0;startup;cape station en operaciã³n. backed google, dcvc, breakthrough energy.;b2b â· ppas de energã­a geotã©rmica;[];Geotermia 24/7 sin carbono. Complementa perfecto solar y eÃ³lica.;IN_REVIEW;;;backend_pending
Form Energy;formenergy.com;otra;BaterÃ­as Hierro-Aire 100 Horas;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;WV;Weirton;Estados Unidos;S/D;S/D;;series_e;Hierro-aire para almacenamiento 100h. $6/kWh objetivo. $1.2B raised. Planta en West Virginia.;;"{""linkedin"": ""linkedin.com/company/form-energy""}";;"[""Marco Ferrara"", ""Yet-Ming Chiang""]";2017.0;startup;planta wv construyã©ndose. primera entrega comercial 2024.;b2b â· sistemas 100h para utilities;[];100h almacenamiento = elimina necesidad gas de respaldo para grid renovable.;IN_REVIEW;;;backend_pending
Moment Energy;momentenergy.com;otra;BaterÃ­as EV Segunda Vida / BESS;"{""country"": ""Canadá"", ""region"": ""British Columbia"", ""city"": ""Vancouver""}";Canada;BC;Vancouver;Canadá;British Columbia;Vancouver;;series_a;Reutiliza baterÃ­as EV retiradas como BESS estacionario. EconomÃ­a circular de baterÃ­as.;;"{""linkedin"": ""linkedin.com/company/moment-energy""}";;"[""Phillip Leung"", ""Dave Kim""]";2019.0;startup;sistemas instalados en canada y usa. clean energy fund backed.;b2b â· sistemas bess de segunda vida;[];Extiende vida de baterÃ­as. Reduce necesidad de nuevas baterÃ­as.;IN_REVIEW;;;backend_pending
Ascend Elements;ascendelements.com;otra;Reciclaje BaterÃ­as / Materiales CÃ¡todo;"{""country"": ""Estados Unidos"", ""region"": ""Massachusetts"", ""city"": ""Westborough""}";Estados Unidos;MA;Westborough;Estados Unidos;Massachusetts;Westborough;;series_d;Reciclaje baterÃ­as litio â cÃ¡todo pCAM de alta pureza. $500M raised. Planta Kentucky.;;"{""linkedin"": ""linkedin.com/company/ascend-elements""}";;"[""Mike O'Kronley""]";2015.0;startup;apex 1 operativa. apex 2 en construcciã³n. $500m raised.;b2b â· materiales cã¡todo reciclados;[];90% menos minerÃ­a de litio/cobalto por kWh. Cierra el ciclo de baterÃ­as.;IN_REVIEW;;;backend_pending
24M Technologies;24-m.com;otra;Manufactura BaterÃ­as Semi-Solid;"{""country"": ""Estados Unidos"", ""region"": ""Massachusetts"", ""city"": ""Cambridge""}";Estados Unidos;MA;Cambridge;Estados Unidos;Massachusetts;Cambridge;;series_d;Tech de manufactura semi-sÃ³lida que reduce costo de baterÃ­as 40%. MIT. Licenciatarios en JapÃ³n, India, VW.;;"{""linkedin"": ""linkedin.com/company/24m-technologies""}";;"[""Yet-Ming Chiang"", ""Christopher Carter (MIT)""]";2010.0;startup;licensees en producciã³n japã³n e india. vw group licenciado.;b2b â· licencias tecnologã­a manufactura;[];Manufactura mÃ¡s simple = menos energÃ­a y residuos en producciÃ³n de baterÃ­as.;IN_REVIEW;;;backend_pending
Aetherflux;aetherflux.com;otra;EnergÃ­a Solar Espacial;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;S/D;S/D;Estados Unidos;S/D;S/D;;seed;SatÃ©lites que captan energÃ­a solar en espacio y transmiten a Tierra vÃ­a lÃ¡ser. Co-fundador Robinhood.;;"{""linkedin"": ""linkedin.com/company/aetherflux""}";;"[""Baiju Bhatt (co-fundador Robinhood)""]";2023.0;startup;concepto en demostraciã³n. etapa muy temprana.;b2g â· desarrollo satã©lites + transmisiã³n;[];Solar 24/7 sin intermitencia. El grid del futuro lejano.;IN_REVIEW;;;backend_pending
SSEN Transmission;ssen-transmission.co.Reino Unido;otra;TransmisiÃ³n ElÃ©ctrica Escocia;"{""country"": ""Reino Unido"", ""region"": ""S/D"", ""city"": ""Perth""}";Reino Unido;S/D;Perth;Reino Unido;S/D;Perth;;growth;Red de transmisiÃ³n de alta tensiÃ³n en norte de Escocia. Clave para eÃ³lica offshore del Mar del Norte.;;"{""linkedin"": ""linkedin.com/company/ssen-transmission""}";44 1738 456000;"[""N/D (SSE)""]";1998.0;startup;$20b planeados hasta 2030. clave para hvdc y eã³lica flotante.;regulada â· tarifas de transmisiã³n;[];Infraestructura habilitadora del potencial eÃ³lico de Escocia y el Norte.;IN_REVIEW;;;backend_pending
Encentive;encentive.de;otra;Software GestiÃ³n EnergÃ©tica Empresas;"{""country"": ""Alemania"", ""region"": ""S/D"", ""city"": ""S/D""}";Alemania;S/D;S/D;Alemania;S/D;S/D;;seed;Plataforma de gestiÃ³n energÃ©tica para PYMEs: monitoreo, anÃ¡lisis y optimizaciÃ³n del consumo.;;"{""linkedin"": ""linkedin.com/company/encentive""}";;"[""N/D""]";2019.0;startup;operativa en alemania. creciendo.;b2b â· saas gestiã³n energã©tica pymes;[];Eficiencia energÃ©tica en PYMEs = la energÃ­a mÃ¡s barata y mÃ¡s limpia.;IN_REVIEW;;;backend_pending
Enadyne;enadyne.de;otra;Electrolizadores de Nueva GeneraciÃ³n;"{""country"": ""Alemania"", ""region"": ""S/D"", ""city"": ""S/D""}";Alemania;S/D;S/D;Alemania;S/D;S/D;;seed;Desarrolla electrolizadores de alta eficiencia para producciÃ³n de Hâ verde a menor costo.;;;;"[""N/D""]";2021.0;startup;etapa temprana. i+d en proceso.;b2b â· venta de electrolizadores hâ;[];Hâ verde mÃ¡s barato = mayor adopciÃ³n = descarbonizaciÃ³n industrial.;IN_REVIEW;;;backend_pending
Reach Power;reachpower.com;otra;SaaS para Distribuidores Solar;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;S/D;S/D;Estados Unidos;S/D;S/D;;series_a;Herramientas digitales para instaladores de solar residencial: venta, diseÃ±o y financiamiento.;;;;"[""N/D""]";2019.0;startup;creciendo en usa. informaciã³n limitada.;b2b â· saas para instaladores solar;[];Acelera adopciÃ³n de solar residencial con herramientas mÃ¡s eficientes.;IN_REVIEW;;;backend_pending
